Comment,Designator,Footprint,LCSC Part #
"Conn_01x12","J10","PinHeader_1x12_P2.54mm_Vertical",""
"Conn_01x12","J11","PinHeader_1x12_P2.54mm_Vertical",""
"Conn_01x12","J12","PinHeader_1x12_P2.54mm_Vertical",""
"Conn_01x12","J13","PinHeader_1x12_P2.54mm_Vertical",""
"VRIN1","J14","PinHeader_1x01_P1.00mm_Vertical",""
"VRIN2","J15","PinHeader_1x01_P1.00mm_Vertical",""
"VROUT1","J16","PinHeader_1x01_P1.00mm_Vertical",""
"XH-8A","J17","XH-8A","C10385"
"PJ-3250-5A","J18","Jack_3.5mm_CUI_SJ1-3535NG_Horizontal","C165947"
"MiniFit","J19","Molex_Mini-Fit_Jr_5569-02A2_2x01_P4.20mm_Horizontal",""
"ETB_6p","J20","PinHeader_1x06_P2.54mm_Vertical",""
"ETB_4p","J21","PinHeader_1x04_P2.54mm_Vertical",""
"Jumper_2_Open","JP1, JP2, JP3, JP4, JP5, JP7, JP14, JP16, JP17, JP20, JP21, JP22, JP23, JP24, JP25, JP26, JP27, JP29, JP31, JP32, JP33, JP35, JP41, JP42, JP43, JP44, JP46, JP47, JP49, JP50, JP51, JP52, JP54, JP56, JP59, JP73, JP77, JP78, JP85, JP86","SM0805_jumper","C17477"
"IN_KNOCK1_RAW","KNOCK_RAW1","PinHeader_1x01_P1.00mm_Vertical",""
"IN_KNOCK2_RAW","KNOCK_RAW2","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU1","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU2","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU3","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU4","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU5","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU6","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU7","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU8","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU9","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU10","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU11","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU12","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU13","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU14","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU15","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU17","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU18","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU19","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU21","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU22","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU23","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU24","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU25","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU26","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU27","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU28","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU29","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU30","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU31","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU32","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU33","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU34","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU35","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU36","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU38","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU39","PinHeader_1x01_P1.00mm_Vertical",""
"MMCU","MMCU40","PinHeader_1x01_P1.00mm_Vertical",""
"P","P1","Pin_D1.0mm_L10.0mm",""
"P","P2","Pin_D1.0mm_L10.0mm",""
"P","P3","Pin_D1.0mm_L10.0mm",""
"P","P4","Pin_D1.0mm_L10.0mm",""
"P","P5","Pin_D1.0mm_L10.0mm",""
"P","P6","Pin_D1.0mm_L10.0mm",""
"NGD8201AN","Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8","DPAK","C151649"
"2k2","R1, R2, R3","R0402","C114762"
"1k","R4","R0402","C105637"
"DNP","R5, R6, R7, R8, R9, R10, R11, R12, R13, R14, R27","R0402","NA"
"4k7","R15, R16","R0402","C163826"
"0","R17, R18, R19, R20, R21, R22, R23, R24","R0402","C106231"
"2k7","R25, R26","R0402","C384349"
"100k","R28","R0402","C106234"
"10k","R29","R0402","C60489"
"100","R30","R0402","C106233"
"470","RN1, RN2, RN3, RN4, RN5, RN6, RN7, RN8","R_Array_Concave_4x0603","C25510"
"RESET","SW1, SW2","SW_SPST_B3U-1000P-B","	C231329"
"MPXA6115A","U1","SSO-8_6.8x5.9mm_P1.27mm_Clearance7mm",""
"MPX4_MAP","U2","MPX-4_MAP",""
"LIS2DW12TR","U3","LGA12R50P4X4_200X200X70","C189624"
"LPS25HB","U4","HLGA-10","C87898"
"MCP6002-xSN","U5","SO8","C7377"
"L6205PD","U6","SO20POWER","C36543"
"Pad","VIN1","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN2","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN3","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN4","PinHeader_1x01_P1.00mm_Vertical",""
"VIN5","VIN5","PinHeader_1x01_P1.00mm_Vertical",""
"VIN6","VIN6","PinHeader_1x01_P1.00mm_Vertical",""
"VIN7","VIN7","PinHeader_1x01_P1.00mm_Vertical",""
"VIN8","VIN8","PinHeader_1x01_P1.00mm_Vertical",""
"VIN9","VIN9","PinHeader_1x01_P1.00mm_Vertical",""
"VIN10","VIN10","PinHeader_1x01_P1.00mm_Vertical",""
"VIN11","VIN11","PinHeader_1x01_P1.00mm_Vertical",""
"VIN12","VIN12","PinHeader_1x01_P1.00mm_Vertical",""
"VIN13","VIN13","PinHeader_1x01_P1.00mm_Vertical",""
"VIN14","VIN14","PinHeader_1x01_P1.00mm_Vertical",""
"VIN15","VIN15","PinHeader_1x01_P1.00mm_Vertical",""
"VIN16","VIN16","PinHeader_1x01_P1.00mm_Vertical",""
"VIN17","VIN17","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN18","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN19","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN20","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN21","PinHeader_1x01_P1.00mm_Vertical",""
"VIN5","VIN22","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN24","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VIN25","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT1","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT2","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT3","PinHeader_1x01_P1.00mm_Vertical",""
"VOUT4","VOUT4","PinHeader_1x01_P1.00mm_Vertical",""
"VOUT5","VOUT5","PinHeader_1x01_P1.00mm_Vertical",""
"VOUT6","VOUT6","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT7","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT8","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT9","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT10","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT11","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT12","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT13","PinHeader_1x01_P1.00mm_Vertical",""
"VOUT4","VOUT14","PinHeader_1x01_P1.00mm_Vertical",""
"VOUT4","VOUT15","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT16","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT17","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT18","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT19","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT20","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT21","PinHeader_1x01_P1.00mm_Vertical",""
"VOUT4","VOUT22","PinHeader_1x01_P1.00mm_Vertical",""
"VOUT4","VOUT23","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT24","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT25","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT26","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT27","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT28","PinHeader_1x01_P1.00mm_Vertical",""
"Pad","VOUT29","PinHeader_1x01_P1.00mm_Vertical",""
